cycle,time,voltage_measured,voltage_1rc,voltage_2rc
27,508.47,3.7878,3.7959,3.7800
27,526.66,3.7826,3.7910,3.7750
27,544.84,3.7775,3.7864,3.7704
27,563.00,3.7725,3.7818,3.7657
27,581.23,3.7674,3.7772,3.7610
27,599.45,3.7624,3.7727,3.7565
27,617.69,3.7577,3.7683,3.7520
27,635.92,3.7529,3.7633,3.7470
27,654.16,3.7483,3.7587,3.7424
27,672.47,3.7438,3.7538,3.7374
27,690.73,3.7395,3.7494,3.7330
27,709.00,3.7353,3.7449,3.7284
27,727.23,3.7310,3.7403,3.7239
27,745.48,3.7269,3.7362,3.7197
27,763.80,3.7228,3.7320,3.7154
27,782.12,3.7182,3.7286,3.7120
27,800.39,3.7147,3.7240,3.7075
27,818.73,3.7105,3.7200,3.7034
27,836.88,3.7063,3.7164,3.6998
27,855.14,3.7024,3.7123,3.6957
27,873.42,3.6980,3.7086,3.6920
27,891.84,3.6941,3.7042,3.6876
27,910.19,3.6903,3.7006,3.6840
27,928.48,3.6863,3.6965,3.6799
27,946.94,3.6821,3.6926,3.6760
27,965.30,3.6783,3.6886,3.6720
27,983.52,3.6745,3.6849,3.6682
27,1001.84,3.6706,3.6803,3.6636
27,1020.23,3.6669,3.6769,3.6602
27,1038.64,3.6631,3.6729,3.6562
27,1056.98,3.6593,3.6689,3.6522
27,1075.33,3.6556,3.6649,3.6482
27,1093.73,3.6518,3.6612,3.6445
27,1112.03,3.6482,3.6580,3.6413
27,1130.44,3.6445,3.6550,3.6383
27,1148.83,3.6409,3.6519,3.6352
27,1167.22,3.6373,3.6486,3.6319
27,1185.55,3.6338,3.6455,3.6289
27,1203.97,3.6301,3.6421,3.6254
27,1222.34,3.6268,3.6391,3.6224
27,1240.80,3.6233,3.6361,3.6194
27,1259.12,3.6198,3.6329,3.6162
27,1277.56,3.6165,3.6297,3.6130
27,1295.95,3.6131,3.6265,3.6098
27,1314.31,3.6100,3.6233,3.6066
27,1332.88,3.6065,3.6201,3.6034
27,1351.30,3.6033,3.6170,3.6003
27,1369.70,3.6001,3.6137,3.5970
27,1388.19,3.5970,3.6106,3.5939
27,1406.69,3.5935,3.6075,3.5908
27,1425.16,3.5904,3.6043,3.5876
27,1443.66,3.5874,3.6009,3.5842
27,1462.12,3.5844,3.5975,3.5808
27,1480.61,3.5813,3.5944,3.5777
27,1499.14,3.5782,3.5909,3.5742
27,1517.66,3.5752,3.5875,3.5708
27,1536.23,3.5724,3.5840,3.5673
27,1554.81,3.5694,3.5808,3.5641
27,1573.33,3.5665,3.5777,3.5610
27,1591.86,3.5638,3.5741,3.5574
27,1610.47,3.5609,3.5708,3.5541
27,1629.02,3.5582,3.5672,3.5504
27,1647.58,3.5558,3.5640,3.5473
27,1666.17,3.5528,3.5609,3.5442
27,1684.70,3.5501,3.5574,3.5407
27,1703.41,3.5474,3.5539,3.5372
27,1721.97,3.5448,3.5508,3.5341
27,1740.72,3.5423,3.5471,3.5304
27,1759.28,3.5399,3.5437,3.5270
27,1777.97,3.5375,3.5404,3.5237
27,1796.67,3.5351,3.5367,3.5200
27,1815.47,3.5327,3.5339,3.5172
27,1834.16,3.5305,3.5319,3.5152
27,1852.95,3.5280,3.5302,3.5135
27,1871.69,3.5258,3.5285,3.5118
27,1890.44,3.5236,3.5260,3.5093
27,1909.16,3.5214,3.5241,3.5074
27,1927.92,3.5193,3.5220,3.5053
27,1946.61,3.5172,3.5198,3.5031
27,1965.45,3.5152,3.5182,3.5015
27,1984.28,3.5130,3.5161,3.4994
27,2003.00,3.5110,3.5139,3.4972
27,2021.75,3.5092,3.5118,3.4951
27,2040.58,3.5071,3.5094,3.4927
27,2059.41,3.5052,3.5077,3.4910
27,2078.25,3.5034,3.5057,3.4890
27,2097.12,3.5013,3.5036,3.4869
27,2115.95,3.4995,3.5017,3.4850
27,2134.72,3.4975,3.4995,3.4828
27,2153.59,3.4958,3.4971,3.4804
27,2172.56,3.4940,3.4954,3.4787
27,2191.50,3.4920,3.4936,3.4768
27,2210.53,3.4900,3.4920,3.4753
27,2229.55,3.4882,3.4903,3.4736
27,2248.47,3.4862,3.4885,3.4718
27,2267.48,3.4843,3.4868,3.4701
27,2286.47,3.4823,3.4849,3.4682
27,2305.42,3.4804,3.4831,3.4664
27,2324.48,3.4786,3.4813,3.4646
27,2343.44,3.4764,3.4796,3.4629
27,2362.55,3.4744,3.4779,3.4612
27,2381.59,3.4724,3.4761,3.4594
27,2400.59,3.4702,3.4742,3.4575
27,2419.64,3.4681,3.4726,3.4559
27,2438.62,3.4660,3.4708,3.4541
27,2457.66,3.4636,3.4689,3.4521
27,2476.75,3.4615,3.4673,3.4506
27,2495.69,3.4592,3.4656,3.4489
27,2514.83,3.4567,3.4635,3.4468
27,2533.91,3.4544,3.4605,3.4438
27,2553.00,3.4518,3.4571,3.4404
27,2572.11,3.4491,3.4533,3.4366
27,2591.20,3.4466,3.4495,3.4328
27,2610.36,3.4438,3.4458,3.4291
27,2629.44,3.4408,3.4420,3.4253
27,2648.73,3.4380,3.4386,3.4219
27,2667.98,3.4347,3.4352,3.4185
27,2687.12,3.4317,3.4314,3.4147
27,2706.39,3.4283,3.4274,3.4107
27,2725.70,3.4248,3.4240,3.4073
27,2745.00,3.4212,3.4198,3.4031
27,2764.25,3.4172,3.4165,3.3998
27,2783.55,3.4132,3.4127,3.3960
27,2802.81,3.4088,3.4090,3.3923
27,2822.03,3.4042,3.4052,3.3885
27,2841.42,3.3994,3.4014,3.3847
27,2860.73,3.3941,3.3978,3.3811
27,2880.12,3.3882,3.3932,3.3764
27,2899.52,3.3819,3.3743,3.3576
27,2918.89,3.3749,3.3555,3.3388
27,2938.22,3.3672,3.3366,3.3199
27,2957.64,3.3583,3.3178,3.3011
27,2977.19,3.3482,3.2987,3.2819
27,2996.66,3.3365,3.2798,3.2631
27,3016.09,3.3231,3.2610,3.2443
27,3035.61,3.3077,3.2417,3.2250
27,3055.06,3.2894,3.2230,3.2063
27,3074.73,3.2684,3.2041,3.1874
27,3094.22,3.2439,3.1851,3.1684
27,3113.84,3.2153,3.1660,3.1493
27,3133.50,3.1815,3.1467,3.1300
27,3153.02,3.1424,3.1280,3.1113
27,3172.61,3.0955,3.1088,3.0920
27,3192.22,3.0387,3.0895,3.0728
27,3211.91,2.9664,3.0707,3.0540
27,3231.59,2.8659,3.0511,3.0344
27,3251.20,2.7158,3.0278,3.0111
27,3270.92,2.4713,3.0028,2.9860
27,3290.69,2.9417,3.2170,3.2021
27,3310.53,3.0346,3.2192,3.2060
27,3330.44,3.0953,3.2197,3.2080
27,3350.42,3.1405,3.2192,3.2088
27,3370.27,3.1739,3.2195,3.2103
27,3390.53,3.2009,3.2198,3.2117
27,3410.69,3.2220,3.2198,3.2126
28,0.00,4.1881,4.1913,4.1913
28,16.73,4.1873,4.1914,4.1914
28,35.62,3.9861,3.9700,3.9682
28,53.86,3.9645,3.9603,3.9570
28,71.95,3.9486,3.9523,3.9476
28,90.12,3.9357,3.9446,3.9387
28,108.34,3.9244,3.9374,3.9304
28,126.58,3.9145,3.9303,3.9223
28,144.73,3.9058,3.9228,3.9138
28,163.01,3.8972,3.9153,3.9055
28,181.17,3.8895,3.9079,3.8974
28,199.31,3.8824,3.9006,3.8894
28,217.51,3.8756,3.8934,3.8817
28,235.67,3.8690,3.8862,3.8740
28,253.84,3.8627,3.8790,3.8663
28,272.03,3.8567,3.8716,3.8584
28,290.22,3.8506,3.8639,3.8504
28,308.44,3.8452,3.8568,3.8430
28,326.59,3.8399,3.8494,3.8353
28,344.81,3.8345,3.8420,3.8276
28,362.95,3.8295,3.8344,3.8198
28,381.16,3.8245,3.8285,3.8136
28,399.34,3.8195,3.8235,3.8085
28,417.55,3.8145,3.8191,3.8039
28,435.89,3.8090,3.8144,3.7991
28,454.09,3.8039,3.8096,3.7941
28,472.22,3.7986,3.8050,3.7894
28,490.42,3.7935,3.8002,3.7844
28,508.67,3.7882,3.7957,3.7798
28,526.84,3.7830,3.7912,3.7752
28,545.02,3.7774,3.7866,3.7706
28,563.22,3.7724,3.7819,3.7658
28,581.42,3.7675,3.7772,3.7610
28,599.67,3.7625,3.7726,3.7564
28,617.95,3.7577,3.7676,3.7513
28,636.12,3.7529,3.7634,3.7471
28,654.31,3.7485,3.7585,3.7422
28,672.72,3.7439,3.7541,3.7377
28,690.89,3.7395,3.7494,3.7330
28,709.08,3.7350,3.7443,3.7278
28,727.41,3.7309,3.7402,3.7237
28,745.62,3.7269,3.7363,3.7198
28,763.94,3.7226,3.7315,3.7149
28,782.25,3.7184,3.7280,3.7114
28,800.53,3.7142,3.7236,3.7070
28,818.78,3.7105,3.7206,3.7040
28,837.08,3.7060,3.7161,3.6995
28,855.28,3.7021,3.7124,3.6958
28,873.67,3.6977,3.7093,3.6926
28,892.00,3.6937,3.7042,3.6876
28,910.20,3.6901,3.7007,3.6841
28,928.59,3.6857,3.6963,3.6797
28,946.95,3.6820,3.6926,3.6759
28,965.28,3.6782,3.6883,3.6717
28,983.72,3.6743,3.6844,3.6677
28,1002.05,3.6701,3.6808,3.6642
28,1020.47,3.6665,3.6767,3.6600
28,1038.81,3.6627,3.6727,3.6560
28,1057.19,3.6590,3.6689,3.6522
28,1075.56,3.6553,3.6648,3.6481
28,1093.91,3.6512,3.6611,3.6444
28,1112.28,3.6477,3.6577,3.6411
28,1130.58,3.6442,3.6548,3.6381
28,1148.94,3.6404,3.6518,3.6351
28,1167.27,3.6367,3.6485,3.6318
28,1185.56,3.6333,3.6456,3.6289
28,1203.97,3.6297,3.6423,3.6256
28,1222.30,3.6266,3.6390,3.6223
28,1240.72,3.6226,3.6360,3.6193
28,1259.11,3.6194,3.6326,3.6158
28,1277.50,3.6161,3.6296,3.6129
28,1295.95,3.6126,3.6265,3.6098
28,1314.53,3.6093,3.6234,3.6067
28,1332.91,3.6060,3.6200,3.6033
28,1351.44,3.6028,3.6170,3.6003
28,1369.91,3.5996,3.6138,3.5971
28,1388.39,3.5962,3.6103,3.5936
28,1406.94,3.5931,3.6075,3.5908
28,1425.42,3.5897,3.6040,3.5873
28,1443.94,3.5869,3.6006,3.5839
28,1462.39,3.5835,3.5973,3.5806
28,1480.86,3.5807,3.5944,3.5777
28,1499.44,3.5776,3.5908,3.5741
28,1517.98,3.5748,3.5878,3.5711
28,1536.56,3.5719,3.5842,3.5674
28,1555.17,3.5688,3.5808,3.5640
28,1573.73,3.5661,3.5773,3.5606
28,1592.30,3.5632,3.5741,3.5574
28,1610.77,3.5604,3.5705,3.5538
28,1629.31,3.5575,3.5672,3.5504
28,1647.95,3.5547,3.5638,3.5471
28,1666.69,3.5522,3.5605,3.5438
28,1685.28,3.5495,3.5571,3.5404
28,1703.84,3.5471,3.5540,3.5373
28,1722.55,3.5444,3.5502,3.5335
28,1741.17,3.5417,3.5471,3.5304
28,1759.81,3.5393,3.5437,3.5269
28,1778.59,3.5370,3.5403,3.5236
28,1797.22,3.5345,3.5367,3.5200
28,1815.86,3.5321,3.5342,3.5175
28,1834.53,3.5297,3.5323,3.5156
28,1853.22,3.5277,3.5303,3.5136
28,1871.94,3.5254,3.5279,3.5112
28,1890.66,3.5230,3.5261,3.5094
28,1909.34,3.5209,3.5243,3.5076
28,1927.97,3.5188,3.5219,3.5052
28,1946.80,3.5167,3.5202,3.5035
28,1965.50,3.5148,3.5180,3.5013
28,1984.33,3.5126,3.5159,3.4992
28,2003.06,3.5107,3.5141,3.4974
28,2021.84,3.5085,3.5116,3.4949
28,2040.70,3.5066,3.5097,3.4930
28,2059.58,3.5048,3.5077,3.4909
28,2078.53,3.5026,3.5057,3.4890
28,2097.28,3.5007,3.5038,3.4871
28,2116.11,3.4989,3.5016,3.4849
28,2134.97,3.4972,3.4995,3.4828
28,2153.73,3.4953,3.4973,3.4806
28,2172.59,3.4934,3.4954,3.4787
28,2191.51,3.4917,3.4934,3.4767
28,2210.44,3.4897,3.4920,3.4752
28,2229.31,3.4877,3.4904,3.4736
28,2248.17,3.4855,3.4888,3.4721
28,2267.20,3.4838,3.4868,3.4700
28,2286.12,3.4820,3.4848,3.4681
28,2305.01,3.4800,3.4832,3.4665
28,2323.94,3.4780,3.4815,3.4648
28,2342.91,3.4758,3.4799,3.4632
28,2361.95,3.4737,3.4782,3.4615
28,2380.92,3.4718,3.4762,3.4595
28,2400.01,3.4698,3.4744,3.4577
28,2418.98,3.4675,3.4723,3.4556
28,2438.00,3.4654,3.4707,3.4540
28,2457.16,3.4630,3.4691,3.4524
28,2476.17,3.4608,3.4672,3.4505
28,2495.34,3.4583,3.4653,3.4486
28,2514.44,3.4561,3.4634,3.4467
28,2533.56,3.4534,3.4606,3.4439
28,2552.81,3.4509,3.4566,3.4399
28,2571.98,3.4480,3.4532,3.4365
28,2591.05,3.4457,3.4495,3.4328
28,2610.12,3.4429,3.4460,3.4293
28,2629.31,3.4400,3.4423,3.4256
28,2648.51,3.4369,3.4387,3.4220
28,2667.64,3.4339,3.4347,3.4180
28,2686.95,3.4306,3.4310,3.4143
28,2706.25,3.4273,3.4277,3.4110
28,2725.47,3.4235,3.4239,3.4071
28,2744.72,3.4199,3.4203,3.4036
28,2763.94,3.4161,3.4166,3.3999
28,2783.23,3.4120,3.4130,3.3962
28,2802.64,3.4076,3.4093,3.3926
28,2821.97,3.4029,3.4055,3.3887
28,2841.31,3.3980,3.4015,3.3848
28,2860.70,3.3924,3.3980,3.3813
28,2880.05,3.3866,3.3934,3.3767
28,2899.33,3.3801,3.3744,3.3577
28,2918.78,3.3731,3.3556,3.3389
28,2938.16,3.3648,3.3365,3.3198
28,2957.64,3.3555,3.3178,3.3011
28,2977.01,3.3451,3.2987,3.2820
28,2996.48,3.3331,3.2798,3.2631
28,3015.83,3.3193,3.2610,3.2443
28,3035.23,3.3034,3.2424,3.2257
28,3054.72,3.2844,3.2235,3.2068
28,3074.34,3.2626,3.2044,3.1877
28,3093.83,3.2373,3.1850,3.1683
28,3113.47,3.2075,3.1663,3.1496
28,3132.97,3.1726,3.1470,3.1303
28,3152.56,3.1317,3.1285,3.1118
28,3172.28,3.0820,3.1091,3.0924
28,3191.89,3.0219,3.0902,3.0735
28,3211.45,2.9448,3.0711,3.0544
28,3231.11,2.8340,3.0521,3.0354
28,3250.92,2.6614,3.0287,3.0120
28,3270.73,3.0274,3.2425,3.2277
28,3290.58,3.1135,3.2443,3.2311
28,3310.47,3.1678,3.2452,3.2335
28,3330.26,3.2049,3.2452,3.2349
28,3350.25,3.2330,3.2454,3.2362
28,3370.26,3.2553,3.2451,3.2369
28,3390.51,3.2742,3.2453,3.2381
28,3410.72,3.2901,3.2449,3.2385
29,0.00,4.1877,4.1914,4.1914
29,16.73,4.1875,4.1912,4.1912
29,35.62,3.9859,3.9698,3.9680
29,53.84,3.9640,3.9605,3.9572
29,71.95,3.9484,3.9525,3.9477
29,90.16,3.9354,3.9445,3.9386
29,108.38,3.9242,3.9375,3.9304
29,126.59,3.9141,3.9302,3.9222
29,144.77,3.9052,3.9229,3.9139
29,162.95,3.8968,3.9154,3.9056
29,181.05,3.8890,3.9082,3.8977
29,199.19,3.8819,3.9006,3.8895
29,217.36,3.8750,3.8931,3.8814
29,235.47,3.8686,3.8861,3.8739
29,253.69,3.8624,3.8790,3.8663
29,271.88,3.8562,3.8715,3.8584
29,290.06,3.8504,3.8641,3.8506
29,308.25,3.8448,3.8567,3.8429
29,326.42,3.8393,3.8493,3.8352
29,344.62,3.8343,3.8424,3.8280
29,362.78,3.8292,3.8347,3.8200
29,380.98,3.8240,3.8284,3.8135
29,399.19,3.8191,3.8237,3.8086
29,417.33,3.8139,3.8191,3.8039
29,435.53,3.8090,3.8146,3.7992
29,453.75,3.8036,3.8096,3.7941
29,471.98,3.7984,3.8049,3.7893
29,490.28,3.7931,3.8004,3.7847
29,508.38,3.7875,3.7957,3.7798
29,526.64,3.7825,3.7910,3.7751
29,544.80,3.7771,3.7862,3.7702
29,563.02,3.7722,3.7819,3.7659
29,581.17,3.7668,3.7772,3.7611
29,599.44,3.7620,3.7724,3.7562
29,617.72,3.7572,3.7682,3.7519
29,635.94,3.7525,3.7633,3.7470
29,654.17,3.7479,3.7586,3.7422
29,672.42,3.7434,3.7538,3.7374
29,690.89,3.7388,3.7493,3.7329
29,709.09,3.7345,3.7445,3.7281
29,727.45,3.7302,3.7398,3.7234
29,745.64,3.7261,3.7364,3.7199
29,763.84,3.7220,3.7319,3.7154
29,782.20,3.7178,3.7281,3.7116
29,800.55,3.7137,3.7243,3.7078
29,818.84,3.7095,3.7202,3.7037
29,837.28,3.7055,3.7161,3.6995
29,855.64,3.7013,3.7121,3.6955
29,873.89,3.6971,3.7085,3.6919
29,892.16,3.6934,3.7044,3.6877
29,910.44,3.6891,3.7005,3.6839
29,928.81,3.6850,3.6964,3.6798
29,947.14,3.6812,3.6926,3.6760
29,965.39,3.6772,3.6888,3.6722
29,983.78,3.6732,3.6847,3.6680
29,1002.08,3.6694,3.6809,3.6642
29,1020.39,3.6656,3.6769,3.6603
29,1038.84,3.6617,3.6728,3.6561
29,1057.36,3.6578,3.6688,3.6521
29,1075.81,3.6544,3.6649,3.6482
29,1094.16,3.6505,3.6613,3.6446
29,1112.50,3.6468,3.6583,3.6416
29,1130.84,3.6429,3.6549,3.6382
29,1149.25,3.6395,3.6516,3.6349
29,1167.75,3.6358,3.6484,3.6317
29,1186.17,3.6322,3.6452,3.6285
29,1204.73,3.6286,3.6423,3.6256
29,1223.16,3.6252,3.6387,3.6220
29,1241.53,3.6216,3.6357,3.6190
29,1259.95,3.6182,3.6324,3.6157
29,1278.36,3.6148,3.6295,3.6128
29,1296.75,3.6116,3.6263,3.6096
29,1315.30,3.6080,3.6234,3.6067
29,1333.81,3.6047,3.6202,3.6035
29,1352.39,3.6014,3.6167,3.6000
29,1370.94,3.5983,3.6135,3.5968
29,1389.36,3.5951,3.6102,3.5935
29,1407.91,3.5919,3.6071,3.5904
29,1426.41,3.5886,3.6041,3.5874
29,1444.97,3.5854,3.6006,3.5839
29,1463.48,3.5824,3.5974,3.5807
29,1481.92,3.5795,3.5942,3.5775
29,1500.47,3.5763,3.5908,3.5741
29,1519.05,3.5736,3.5874,3.5707
29,1537.73,3.5705,3.5840,3.5673
29,1556.31,3.5675,3.5807,3.5640
29,1574.86,3.5648,3.5773,3.5606
29,1593.41,3.5617,3.5738,3.5571
29,1611.92,3.5590,3.5705,3.5537
29,1630.56,3.5562,3.5670,3.5503
29,1649.19,3.5536,3.5638,3.5471
29,1667.81,3.5510,3.5604,3.5437
29,1686.38,3.5484,3.5568,3.5401
29,1704.95,3.5456,3.5533,3.5366
29,1723.66,3.5432,3.5502,3.5335
29,1742.39,3.5407,3.5468,3.5301
29,1760.95,3.5381,3.5434,3.5267
29,1779.69,3.5357,3.5401,3.5234
29,1798.36,3.5333,3.5365,3.5198
29,1817.03,3.5310,3.5339,3.5172
29,1835.77,3.5286,3.5320,3.5153
29,1854.41,3.5263,3.5301,3.5134
29,1873.08,3.5242,3.5278,3.5111
29,1891.83,3.5220,3.5257,3.5090
29,1910.67,3.5198,3.5238,3.5071
29,1929.41,3.5177,3.5219,3.5052
29,1948.22,3.5156,3.5197,3.5030
29,1967.08,3.5133,3.5176,3.5009
29,1985.88,3.5115,3.5159,3.4992
29,2004.70,3.5094,3.5137,3.4970
29,2023.50,3.5076,3.5116,3.4949
29,2042.52,3.5053,3.5095,3.4928
29,2061.38,3.5035,3.5075,3.4908
29,2080.25,3.5017,3.5054,3.4886
29,2099.14,3.4997,3.5034,3.4867
29,2117.92,3.4976,3.5015,3.4848
29,2136.69,3.4958,3.4995,3.4828
29,2155.52,3.4940,3.4973,3.4806
29,2174.36,3.4922,3.4951,3.4784
29,2193.34,3.4900,3.4936,3.4769
29,2212.16,3.4882,3.4918,3.4750
29,2231.16,3.4864,3.4900,3.4733
29,2250.05,3.4845,3.4883,3.4716
29,2269.02,3.4825,3.4865,3.4698
29,2287.98,3.4806,3.4850,3.4682
29,2307.09,3.4785,3.4830,3.4662
29,2326.05,3.4766,3.4811,3.4644
29,2345.09,3.4744,3.4795,3.4628
29,2364.05,3.4723,3.4778,3.4611
29,2383.14,3.4702,3.4761,3.4594
29,2402.22,3.4682,3.4743,3.4576
29,2421.28,3.4661,3.4723,3.4556
29,2440.27,3.4638,3.4707,3.4540
29,2459.34,3.4615,3.4689,3.4522
29,2478.48,3.4592,3.4669,3.4502
29,2497.61,3.4568,3.4651,3.4484
29,2516.69,3.4543,3.4632,3.4465
29,2535.78,3.4518,3.4604,3.4437
29,2554.92,3.4493,3.4567,3.4400
29,2574.00,3.4465,3.4532,3.4365
29,2593.14,3.4437,3.4492,3.4325
29,2612.28,3.4410,3.4455,3.4288
29,2631.48,3.4379,3.4418,3.4251
29,2650.80,3.4350,3.4380,3.4213
29,2670.08,3.4318,3.4347,3.4180
29,2689.36,3.4283,3.4308,3.4141
29,2708.64,3.4250,3.4270,3.4103
29,2727.92,3.4215,3.4234,3.4067
29,2747.22,3.4176,3.4199,3.4031
29,2766.45,3.4135,3.4159,3.3992
29,2785.75,3.4094,3.4121,3.3954
29,2805.00,3.4047,3.4085,3.3918
29,2824.39,3.4000,3.4047,3.3880
29,2843.72,3.3947,3.4009,3.3842
29,2863.09,3.3892,3.3974,3.3807
29,2882.52,3.3829,3.3908,3.3741
29,2901.92,3.3759,3.3715,3.3548
29,2921.39,3.3685,3.3531,3.3364
29,2940.80,3.3598,3.3345,3.3178
29,2960.16,3.3500,3.3155,3.2988
29,2979.58,3.3389,3.2964,3.2797
29,2999.05,3.3257,3.2773,3.2606
29,3018.47,3.3108,3.2588,3.2421
29,3037.89,3.2937,3.2396,3.2229
29,3057.28,3.2733,3.2207,3.2040
29,3076.77,3.2501,3.2019,3.1852
29,3096.47,3.2224,3.1825,3.1658
29,3115.95,3.1904,3.1639,3.1472
29,3135.58,3.1526,3.1446,3.1279
29,3155.19,3.1077,3.1257,3.1090
29,3174.69,3.0540,3.1068,3.0901
29,3194.38,2.9863,3.0877,3.0710
29,3214.02,2.8945,3.0685,3.0518
29,3233.64,2.7592,3.0498,3.0331
29,3253.23,2.5418,3.0255,3.0087
29,3273.16,2.9764,3.2395,3.2247
29,3292.95,3.0696,3.2415,3.2284
29,3312.73,3.1303,3.2422,3.2305
29,3332.56,3.1735,3.2423,3.2319
29,3352.47,3.2053,3.2424,3.2332
29,3372.55,3.2304,3.2424,3.2342
29,3392.72,3.2512,3.2422,3.2350
30,0.00,4.2011,4.1915,4.1915
30,9.39,4.2005,4.1914,4.1914
30,19.58,4.0083,3.9762,3.9752
30,28.94,3.9932,3.9694,3.9675
30,38.26,3.9815,3.9643,3.9616
30,47.69,3.9718,3.9597,3.9563
30,57.01,3.9631,3.9559,3.9517
30,66.41,3.9558,3.9517,3.9469
30,75.72,3.9487,3.9479,3.9424
30,85.14,3.9425,3.9441,3.9380
30,94.44,3.9367,3.9404,3.9337
30,103.81,3.9312,3.9362,3.9290
30,113.16,3.9260,3.9327,3.9249
30,122.48,3.9213,3.9287,3.9204
30,131.83,3.9167,3.9250,3.9163
30,141.20,3.9125,3.9213,3.9121
30,150.53,3.9082,3.9171,3.9076
30,159.92,3.9042,3.9137,3.9037
30,169.28,3.9003,3.9100,3.8997
30,178.66,3.8965,3.9064,3.8957
30,187.98,3.8928,3.9025,3.8915
30,197.39,3.8894,3.8986,3.8872
30,206.72,3.8858,3.8949,3.8833
30,216.12,3.8825,3.8907,3.8788
30,225.53,3.8791,3.8873,3.8752
30,234.88,3.8759,3.8836,3.8712
30,244.26,3.8726,3.8798,3.8671
30,253.62,3.8694,3.8759,3.8630
30,262.97,3.8662,3.8723,3.8592
30,272.31,3.8634,3.8682,3.8550
30,281.67,3.8605,3.8645,3.8510
30,291.08,3.8575,3.8607,3.8470
30,300.44,3.8549,3.8569,3.8431
30,309.77,3.8517,3.8533,3.8393
30,319.20,3.8488,3.8494,3.8353
30,328.58,3.8462,3.8455,3.8313
30,337.92,3.8435,3.8420,3.8276
30,347.28,3.8410,3.8380,3.8235
30,356.64,3.8385,3.8340,3.8193
30,366.00,3.8360,3.8302,3.8154
30,375.34,3.8334,3.8275,3.8126
30,384.77,3.8311,3.8255,3.8106
30,394.17,3.8286,3.8231,3.8081
30,403.55,3.8262,3.8208,3.8056
30,412.91,3.8236,3.8180,3.8028
30,422.28,3.8212,3.8156,3.8003
30,431.64,3.8189,3.8138,3.7984
30,441.02,3.8163,3.8113,3.7958
30,450.34,3.8139,3.8086,3.7930
30,459.73,3.8111,3.8063,3.7907
30,469.09,3.8087,3.8040,3.7884
30,478.39,3.8060,3.8018,3.7861
30,487.70,3.8035,3.7993,3.7835
30,497.05,3.8007,3.7971,3.7813
30,506.38,3.7981,3.7942,3.7784
30,515.75,3.7955,3.7925,3.7766
30,525.12,3.7927,3.7895,3.7735
30,534.45,3.7900,3.7877,3.7717
30,543.78,3.7874,3.7847,3.7687
30,553.20,3.7846,3.7826,3.7665
30,562.56,3.7819,3.7802,3.7641
30,571.97,3.7792,3.7778,3.7617
30,581.33,3.7764,3.7755,3.7593
30,590.66,3.7737,3.7731,3.7569
30,600.08,3.7710,3.7705,3.7543
30,609.47,3.7683,3.7680,3.7518
30,618.83,3.7656,3.7657,3.7494
30,628.33,3.7629,3.7632,3.7469
30,637.69,3.7604,3.7611,3.7447
30,647.03,3.7578,3.7588,3.7425
30,656.38,3.7550,3.7561,3.7397
30,665.70,3.7528,3.7539,3.7375
30,675.06,3.7504,3.7516,3.7352
30,684.39,3.7481,3.7492,3.7327
30,693.72,3.7454,3.7464,3.7300
30,703.09,3.7433,3.7443,3.7279
30,712.42,3.7411,3.7418,3.7253
30,721.81,3.7385,3.7397,3.7232
30,731.19,3.7364,3.7376,3.7211
30,740.55,3.7343,3.7352,3.7187
30,749.91,3.7319,3.7333,3.7167
30,759.27,3.7299,3.7314,3.7149
30,768.67,3.7277,3.7292,3.7127
30,778.03,3.7256,3.7272,3.7107
30,787.41,3.7236,3.7255,3.7090
30,796.73,3.7215,3.7231,3.7065
30,806.09,3.7193,3.7214,3.7048
30,815.45,3.7172,3.7191,3.7025
30,824.84,3.7150,3.7172,3.7006
30,834.25,3.7129,3.7154,3.6988
30,843.61,3.7107,3.7134,3.6967
30,852.98,3.7087,3.7113,3.6947
30,862.36,3.7065,3.7095,3.6929
30,871.72,3.7045,3.7071,3.6905
30,881.09,3.7025,3.7052,3.6886
30,890.45,3.7005,3.7031,3.6865
30,899.78,3.6984,3.7007,3.6841
30,909.19,3.6964,3.6991,3.6824
30,918.56,3.6940,3.6974,3.6807
30,927.91,3.6920,3.6950,3.6784
30,937.30,3.6899,3.6930,3.6763
30,946.67,3.6881,3.6909,3.6742
30,956.03,3.6858,3.6890,3.6723
30,965.41,3.6840,3.6871,3.6704
30,974.77,3.6817,3.6851,3.6684
30,984.12,3.6799,3.6831,3.6664
30,993.52,3.6779,3.6810,3.6643
30,1002.84,3.6758,3.6788,3.6621
30,1012.22,3.6738,3.6770,3.6603
30,1021.58,3.6717,3.6750,3.6583
30,1031.02,3.6697,3.6729,3.6562
30,1040.36,3.6677,3.6710,3.6543
30,1049.70,3.6658,3.6689,3.6522
30,1059.09,3.6639,3.6667,3.6501
30,1068.47,3.6619,3.6648,3.6481
30,1077.83,3.6599,3.6629,3.6462
30,1087.19,3.6579,3.6610,3.6443
30,1096.53,3.6561,3.6595,3.6428
30,1105.92,3.6542,3.6579,3.6412
30,1115.31,3.6525,3.6563,3.6396
30,1124.70,3.6503,3.6548,3.6381
30,1134.08,3.6482,3.6527,3.6360
30,1143.45,3.6465,3.6515,3.6348
30,1152.81,3.6447,3.6499,3.6332
30,1162.17,3.6427,3.6482,3.6315
30,1171.52,3.6409,3.6463,3.6297
