cycle,time,voltage,soc,soh,r0,time_to_runaway,output_limit,status
57,1078.42,3.6268,0.6882,0.7407,0.101506,1845881.50,0.70,1
57,1087.78,3.6247,0.6856,0.7407,0.101604,1840988.25,0.70,1
57,1097.19,3.6227,0.6829,0.7407,0.101749,1837306.25,0.70,1
57,1106.56,3.6206,0.6803,0.7407,0.101907,1832547.50,0.70,1
57,1115.91,3.6187,0.6777,0.7407,0.101989,1828292.75,0.70,1
57,1125.27,3.6168,0.6750,0.7407,0.102143,1826359.75,0.70,1
57,1134.62,3.6147,0.6724,0.7407,0.102271,1821493.75,0.70,1
57,1144.02,3.6130,0.6697,0.7407,0.102384,1818329.12,0.70,1
57,1153.38,3.6110,0.6671,0.7407,0.102500,1813986.12,0.70,1
57,1162.77,3.6091,0.6644,0.7407,0.102591,1808642.62,0.70,1
57,1172.08,3.6071,0.6618,0.7407,0.102790,1805806.50,0.70,1
57,1181.41,3.6051,0.6591,0.7407,0.102897,1801180.88,0.70,1
57,1190.83,3.6033,0.6565,0.7407,0.103007,1796070.00,0.70,1
57,1200.17,3.6014,0.6538,0.7407,0.103164,1791370.25,0.70,1
57,1209.59,3.5996,0.6511,0.7407,0.103232,1785470.00,0.70,1
57,1218.94,3.5978,0.6485,0.7407,0.103375,1778652.38,0.70,1
57,1228.33,3.5959,0.6459,0.7407,0.103405,1776517.00,0.70,1
57,1237.69,3.5941,0.6432,0.7407,0.103590,1771290.50,0.70,1
57,1247.06,3.5923,0.6405,0.7407,0.103648,1768603.88,0.70,1
57,1256.39,3.5904,0.6379,0.7407,0.103785,1764766.62,0.70,1
57,1265.77,3.5886,0.6352,0.7407,0.103865,1759906.88,0.70,1
57,1275.14,3.5871,0.6326,0.7407,0.103893,1759236.25,0.70,1
57,1284.53,3.5850,0.6299,0.7407,0.104041,1756289.88,0.70,1
57,1293.88,3.5833,0.6273,0.7407,0.104103,1748045.88,0.70,1
57,1303.27,3.5818,0.6246,0.7407,0.104140,1748129.88,0.70,1
57,1312.67,3.5800,0.6220,0.7407,0.104244,1745118.88,0.70,1
57,1322.03,3.5783,0.6193,0.7407,0.104275,1741631.25,0.70,1
57,1331.41,3.5766,0.6167,0.7407,0.104383,1738356.12,0.70,1
57,1340.77,3.5750,0.6140,0.7407,0.104399,1735418.50,0.70,1
57,1350.16,3.5734,0.6114,0.7407,0.104466,1730431.12,0.70,1
57,1359.48,3.5716,0.6088,0.7407,0.104470,1726544.62,0.70,1
57,1368.83,3.5699,0.6061,0.7407,0.104536,1723002.12,0.70,1
57,1378.22,3.5683,0.6035,0.7407,0.104586,1719729.25,0.70,1
57,1387.59,3.5667,0.6009,0.7407,0.104585,1712090.75,0.70,1
57,1396.91,3.5650,0.5982,0.7407,0.104682,1711229.38,0.70,1
57,1406.31,3.5635,0.5956,0.7407,0.104656,1710139.88,0.70,1
57,1415.66,3.5619,0.5930,0.7407,0.104647,1706650.50,0.70,1
57,1425.09,3.5603,0.5904,0.7407,0.104659,1702210.12,0.70,1
57,1434.47,3.5590,0.5878,0.7407,0.104552,1698017.62,0.70,1
57,1443.83,3.5569,0.5852,0.7407,0.104607,1693363.88,0.70,1
57,1453.19,3.5556,0.5826,0.7407,0.104564,1691507.88,0.70,1
57,1462.52,3.5541,0.5800,0.7407,0.104580,1687763.50,0.70,1
57,1471.86,3.5526,0.5774,0.7407,0.104503,1684669.75,0.70,1
57,1481.22,3.5510,0.5748,0.7407,0.104468,1680985.38,0.70,1
57,1490.62,3.5498,0.5722,0.7407,0.104413,1672797.50,0.70,1
57,1499.98,3.5480,0.5696,0.7407,0.104310,1672233.12,0.70,1
57,1509.39,3.5468,0.5670,0.7407,0.104224,1668508.75,0.70,1
57,1518.75,3.5451,0.5644,0.7407,0.104217,1667532.12,0.70,1
57,1528.09,3.5437,0.5619,0.7407,0.104133,1664701.12,0.70,1
57,1537.50,3.5424,0.5593,0.7407,0.104062,1659457.62,0.70,1
57,1546.89,3.5410,0.5567,0.7407,0.103996,1657050.50,0.70,1
57,1556.22,3.5396,0.5541,0.7407,0.103902,1653631.50,0.70,1
57,1565.61,3.5382,0.5515,0.7407,0.103782,1648284.62,0.70,1
57,1574.97,3.5368,0.5490,0.7407,0.103723,1645379.25,0.70,1
57,1584.33,3.5354,0.5464,0.7407,0.103601,1643710.62,0.70,1
57,1593.69,3.5340,0.5438,0.7407,0.103463,1640171.88,0.70,1
57,1603.05,3.5328,0.5413,0.7407,0.103341,1637133.62,0.70,1
57,1612.41,3.5313,0.5387,0.7407,0.103269,1634341.38,0.70,1
57,1621.80,3.5300,0.5362,0.7407,0.103047,1628926.12,0.70,1
57,1631.19,3.5285,0.5336,0.7407,0.102947,1619699.75,0.70,1
57,1640.53,3.5273,0.5310,0.7407,0.102864,1611976.38,0.70,1
57,1649.89,3.5259,0.5285,0.7407,0.102706,1613708.12,0.70,1
57,1659.31,3.5248,0.5259,0.7407,0.102495,1608358.25,0.70,1
57,1668.67,3.5235,0.5234,0.7407,0.102354,1606855.62,0.70,1
57,1678.02,3.5223,0.5209,0.7407,0.102207,1600945.12,0.70,1
57,1687.38,3.5207,0.5183,0.7407,0.102131,1603753.62,0.70,1
57,1696.75,3.5195,0.5157,0.7407,0.101943,1603704.50,0.70,1
57,1706.14,3.5185,0.5132,0.7407,0.101678,1602025.75,0.70,1
57,1715.50,3.5171,0.5106,0.7407,0.101606,1595049.50,0.70,1
57,1724.84,3.5160,0.5081,0.7407,0.101399,1592070.62,0.70,1
57,1734.25,3.5146,0.5056,0.7407,0.101264,1585198.25,0.70,1
57,1743.62,3.5138,0.5031,0.7407,0.101021,1583617.12,0.70,1
57,1753.00,3.5125,0.5005,0.7407,0.100796,1579884.88,0.70,1
57,1762.38,3.5112,0.4979,0.7407,0.100743,1575860.88,0.70,1
57,1771.70,3.5102,0.4952,0.7407,0.100721,1574472.38,0.70,1
57,1781.03,3.5088,0.4925,0.7407,0.100671,1569189.62,0.70,1
57,1790.41,3.5078,0.4899,0.7407,0.100610,1567989.50,0.70,1
57,1799.77,3.5066,0.4872,0.7407,0.100543,1564837.00,0.70,1
57,1809.16,3.5055,0.4846,0.7407,0.100556,1563902.75,0.70,1
57,1818.53,3.5045,0.4820,0.7407,0.100498,1558830.62,0.70,1
57,1827.86,3.5031,0.4793,0.7407,0.100499,1559885.88,0.70,1
57,1837.28,3.5020,0.4767,0.7407,0.100451,1558681.00,0.70,1
57,1846.64,3.5012,0.4741,0.7407,0.100408,1555229.75,0.70,1
57,1855.98,3.5001,0.4715,0.7407,0.100439,1551854.38,0.70,1
57,1865.34,3.4989,0.4688,0.7407,0.100450,1548627.75,0.70,1
57,1874.72,3.4979,0.4662,0.7407,0.100459,1546015.50,0.70,1
57,1884.08,3.4967,0.4636,0.7407,0.100464,1542992.38,0.70,1
57,1893.45,3.4955,0.4610,0.7407,0.100507,1537495.38,0.70,1
57,1902.84,3.4942,0.4584,0.7407,0.100594,1536468.62,0.70,1
57,1912.20,3.4932,0.4558,0.7407,0.100558,1532303.38,0.70,1
57,1921.59,3.4921,0.4531,0.7407,0.100526,1529736.12,0.70,1
57,1930.95,3.4912,0.4505,0.7407,0.100520,1525309.75,0.70,1
57,1940.33,3.4901,0.4479,0.7407,0.100485,1522913.75,0.70,1
57,1949.69,3.4892,0.4453,0.7407,0.100508,1514316.12,0.70,1
57,1959.09,3.4884,0.4427,0.7407,0.100471,1518242.88,0.70,1
57,1968.47,3.4871,0.4400,0.7407,0.100522,1516340.75,0.70,1
57,1977.80,3.4860,0.4374,0.7407,0.100536,1512443.62,0.70,1
57,1987.12,3.4851,0.4348,0.7407,0.100514,1510865.75,0.70,1
57,1996.48,3.4835,0.4322,0.7407,0.100592,1507221.12,0.70,1
57,2005.83,3.4828,0.4296,0.7407,0.100538,1501988.75,0.70,1
57,2015.19,3.4817,0.4270,0.7407,0.100573,1494982.75,0.70,1
57,2024.55,3.4805,0.4243,0.7407,0.100619,1496239.88,0.70,1
57,2033.91,3.4796,0.4217,0.7407,0.100591,1494433.75,0.70,1
57,2043.23,3.4783,0.4191,0.7407,0.100630,1492188.38,0.70,1
57,2052.59,3.4771,0.4165,0.7407,0.100674,1489909.75,0.70,1
57,2061.92,3.4764,0.4139,0.7407,0.100615,1486559.25,0.70,1
57,2071.30,3.4752,0.4112,0.7407,0.100659,1483055.25,0.70,1
57,2080.67,3.4739,0.4086,0.7407,0.100787,1478146.00,0.70,1
57,2090.05,3.4730,0.4060,0.7407,0.100708,1472444.12,0.70,1
57,2099.39,3.4719,0.4034,0.7407,0.100744,1473418.12,0.70,1
57,2108.76,3.4705,0.4007,0.7407,0.100857,1469633.62,0.70,1
57,2118.14,3.4694,0.3981,0.7407,0.100878,1466390.25,0.70,1
57,2127.55,3.4684,0.3955,0.7407,0.100892,1466534.75,0.70,1
57,2136.91,3.4674,0.3929,0.7407,0.100968,1463354.00,0.70,1
57,2146.25,3.4663,0.3903,0.7407,0.101063,1456080.62,0.70,1
57,2155.64,3.4651,0.3876,0.7407,0.101182,1449374.12,0.70,1
57,2165.01,3.4640,0.3850,0.7407,0.101276,1445720.12,0.70,1
57,2174.36,3.4628,0.3824,0.7407,0.101360,1442986.25,0.70,1
57,2183.75,3.4617,0.3798,0.7407,0.101426,1443885.50,0.70,1
57,2193.11,3.4603,0.3771,0.7407,0.101518,1441110.88,0.70,1
57,2202.50,3.4594,0.3745,0.7407,0.101646,1436178.88,0.70,1
57,2211.88,3.4580,0.3719,0.7407,0.101795,1433153.88,0.70,1
57,2221.26,3.4570,0.3692,0.7407,0.101868,1434008.62,0.70,1
57,2230.66,3.4555,0.3666,0.7407,0.102049,1430715.38,0.70,1
57,2240.00,3.4546,0.3640,0.7407,0.102101,1428581.75,0.70,1
57,2249.47,3.4532,0.3613,0.7407,0.102252,1419847.00,0.70,1
57,2258.81,3.4522,0.3587,0.7407,0.102384,1413323.25,0.70,1
57,2268.19,3.4507,0.3560,0.7407,0.102572,1409182.12,0.70,1
57,2277.59,3.4495,0.3534,0.7407,0.102652,1406299.62,0.70,1
57,2286.98,3.4483,0.3507,0.7407,0.102846,1409061.25,0.70,1
57,2296.30,3.4469,0.3481,0.7407,0.102969,1406345.38,0.70,1
57,2305.69,3.4457,0.3454,0.7407,0.103147,1404786.38,0.70,1
57,2315.03,3.4441,0.3428,0.7407,0.103355,1405157.62,0.70,1
57,2324.42,3.4429,0.3401,0.7407,0.103522,1400636.75,0.70,1
57,2333.80,3.4416,0.3375,0.7407,0.103693,1395363.75,0.70,1
57,2343.14,3.4404,0.3348,0.7407,0.103834,1394136.00,0.70,1
57,2352.47,3.4388,0.3322,0.7407,0.104088,1382981.88,0.70,1
57,2361.81,3.4375,0.3295,0.7407,0.104288,1377946.25,0.70,1
57,2371.23,3.4360,0.3268,0.7407,0.104503,1372781.88,0.70,1
57,2380.62,3.4343,0.3242,0.7407,0.104787,1372573.50,0.70,1
57,2390.01,3.4329,0.3215,0.7407,0.105031,1365352.25,0.70,1
57,2399.39,3.4316,0.3188,0.7407,0.105224,1364816.88,0.70,1
57,2408.73,3.4300,0.3162,0.7407,0.105477,1358996.75,0.70,1
57,2418.09,3.4284,0.3135,0.7407,0.105751,1358860.25,0.70,1
57,2427.45,3.4269,0.3108,0.7407,0.106007,1360965.00,0.70,1
57,2436.83,3.4252,0.3081,0.7407,0.106284,1350812.75,0.70,1
57,2446.22,3.4240,0.3055,0.7407,0.106506,1353960.62,0.70,1
57,2455.61,3.4222,0.3028,0.7407,0.106881,1349462.62,0.70,1
57,2465.00,3.4201,0.3001,0.7407,0.107214,1349262.62,0.70,1
57,2474.33,3.4188,0.2972,0.7407,0.107281,1340035.88,0.70,1
57,2483.67,3.4171,0.2935,0.7407,0.107319,1339983.12,0.70,1
57,2493.06,3.4155,0.2909,0.7407,0.107290,1334790.25,0.70,1
57,2502.42,3.4133,0.2881,0.7407,0.107459,1331104.62,0.70,1
57,2511.76,3.4118,0.2854,0.7407,0.107501,1335133.00,0.70,1
57,2521.14,3.4098,0.2827,0.7407,0.107597,1331664.88,0.70,1
57,2530.50,3.4079,0.2800,0.7407,0.107708,1326666.25,0.70,1
57,2539.89,3.4061,0.2773,0.7407,0.107814,1323873.88,0.70,1
57,2549.23,3.4041,0.2746,0.7407,0.107853,1318031.88,0.70,1
57,2558.66,3.4019,0.2718,0.7407,0.108012,1316414.50,0.70,1
57,2568.01,3.4000,0.2692,0.7407,0.108080,1314543.38,0.70,1
57,2577.36,3.3978,0.2664,0.7407,0.108234,1306490.25,0.70,1
57,2586.72,3.3956,0.2637,0.7407,0.108359,1297709.12,0.70,1
57,2596.09,3.3934,0.2610,0.7407,0.108541,1293960.12,0.70,1
57,2605.47,3.3912,0.2583,0.7407,0.108587,1302135.75,0.70,1
57,2614.83,3.3887,0.2554,0.7407,0.108852,1296748.00,0.70,1
57,2624.19,3.3862,0.2527,0.7407,0.108991,1297273.12,0.70,1
57,2633.56,3.3836,0.2500,0.7407,0.109232,1289224.75,0.70,1
57,2642.94,3.3808,0.2471,0.7407,0.109549,1280417.75,0.70,1
57,2652.25,3.3782,0.2443,0.7407,0.109800,1283952.00,0.70,1
57,2661.69,3.3749,0.2414,0.7407,0.110222,1283482.38,0.70,1
57,2671.08,3.3723,0.2387,0.7407,0.110457,1277265.12,0.70,1
57,2680.42,3.3689,0.2357,0.7407,0.110926,1274204.50,0.70,1
57,2689.80,3.3657,0.2329,0.7407,0.111318,1268019.88,0.70,1
57,2699.16,3.3622,0.2300,0.7407,0.111819,1266113.38,0.70,1
57,2708.47,3.3586,0.2271,0.7407,0.112368,1254912.25,0.70,1
57,2717.88,3.3548,0.2241,0.7407,0.112959,1251379.88,0.70,1
57,2727.22,3.3506,0.2211,0.7407,0.113628,1249038.50,0.70,1
57,2736.61,3.3463,0.2181,0.7407,0.114375,1244344.62,0.70,1
57,2745.98,3.3416,0.2150,0.7407,0.115215,1242504.38,0.70,1
57,2755.36,3.3369,0.2119,0.7407,0.116093,1244181.00,0.70,1
57,2764.70,3.3317,0.2087,0.7407,0.117079,1241294.12,0.70,1
57,2774.09,3.3262,0.2055,0.7407,0.118201,1239635.62,0.70,1
57,2783.44,3.3205,0.2022,0.7407,0.119347,1236049.25,0.70,1
57,2792.80,3.3142,0.1990,0.7407,0.120474,1231944.62,0.70,1
57,2802.17,3.3079,0.1972,0.7407,0.120627,1227090.12,0.70,1
57,2811.55,3.3010,0.1947,0.7407,0.120563,1220868.62,0.70,1
57,2820.97,3.2935,0.1921,0.7407,0.120541,1211519.88,0.70,1
57,2830.36,3.2856,0.1894,0.7407,0.120541,1209536.38,0.70,1
57,2839.72,3.2773,0.1867,0.7407,0.120589,1205639.12,0.70,1
57,2849.11,3.2682,0.1840,0.7407,0.120653,1202132.75,0.70,1
57,2858.47,3.2587,0.1812,0.7407,0.120752,1197160.25,0.70,1
57,2867.83,3.2486,0.1783,0.7407,0.120894,1194313.62,0.70,1
57,2877.17,3.2381,0.1753,0.7407,0.121064,1191299.00,0.70,1
57,2886.50,3.2265,0.1722,0.7407,0.121321,1183469.50,0.70,1
57,2895.89,3.2142,0.1689,0.7407,0.121634,1175929.00,0.70,1
57,2905.30,3.2013,0.1656,0.7407,0.121997,1169404.12,0.70,1
57,2914.62,3.1873,0.1620,0.7407,0.122424,1167856.75,0.70,1
57,2923.98,3.1726,0.1583,0.7407,0.122915,1161509.62,0.70,1
57,2933.36,3.1566,0.1542,0.7407,0.123492,1158067.12,0.70,1
57,2942.72,3.1398,0.1501,0.7407,0.124199,1155670.00,0.70,1
57,2952.11,3.1213,0.1457,0.7407,0.124991,1148630.75,0.70,1
57,2961.45,3.1017,0.1410,0.7407,0.125959,1142248.38,0.70,1
57,2970.76,3.0802,0.1359,0.7407,0.126963,1137122.00,0.70,1
57,2980.20,3.0571,0.1305,0.7407,0.128201,1132798.12,0.70,1
57,2989.58,3.0318,0.1246,0.7407,0.129380,1128340.38,0.70,1
57,2999.09,3.0032,0.1181,0.7407,0.131109,1122014.75,0.70,1
57,3008.56,2.9709,0.1109,0.7407,0.132877,1113995.75,0.70,1
57,3018.05,2.9346,0.1028,0.7407,0.135001,1106926.88,0.70,1
57,3027.58,2.8919,0.0936,0.7407,0.137908,1099414.00,0.70,1
57,3037.14,2.8434,0.0803,0.7407,0.131490,1091712.62,0.70,1
57,3046.64,2.7882,0.0700,0.7407,0.133716,1078340.25,0.70,1
57,3056.19,2.7237,0.0582,0.7407,0.136330,1071495.25,0.70,1
57,3065.81,2.6432,0.0438,0.7407,0.140217,1063903.75,0.70,1
57,3075.48,3.0054,0.0481,0.7407,0.173423,1058574.75,0.70,1
57,3085.25,3.0860,0.0597,0.7407,0.166667,1052093.38,0.70,1
57,3094.88,3.1434,0.0689,0.7407,0.166070,1058046.62,0.70,1
57,3104.48,3.1876,0.0766,0.7407,0.165814,1065747.75,0.70,1
57,3114.12,3.2223,0.0831,0.7407,0.165638,1075090.88,0.70,1
57,3123.78,3.2505,0.0888,0.7407,0.165497,1086089.25,0.70,1
57,3133.42,3.2746,0.0939,0.7407,0.165395,1096219.25,0.70,1
57,3143.09,3.2956,0.0985,0.7407,0.165292,1106912.38,0.70,1
57,3152.73,3.3138,0.1026,0.7407,0.165242,1113101.75,0.70,1
57,3162.34,3.3301,0.1059,0.7407,0.165280,1126784.62,0.70,1
57,3171.98,3.3446,0.1101,0.7407,0.165213,1136984.25,0.70,1
57,3181.69,3.3578,0.1141,0.7407,0.165176,1143928.88,0.70,1
57,3191.36,3.3699,0.1178,0.7407,0.165131,1152906.62,0.70,1
57,3200.97,3.3808,0.1214,0.7407,0.165083,1163731.50,0.70,1
57,3210.75,3.3911,0.1248,0.7407,0.165056,1172336.75,0.70,1
57,3220.51,3.4005,0.1279,0.7407,0.165040,1181871.00,0.70,1
57,3230.31,3.4090,0.1308,0.7407,0.165033,1198763.88,0.70,1
57,3240.14,3.4173,0.1338,0.7407,0.164955,1214445.00,0.70,1
58,0.00,4.1992,1.0000,0.7311,0.102240,2662973.50,0.70,1
58,9.39,4.1986,1.0000,0.7311,0.102238,2662065.25,0.70,1
58,19.50,4.0062,0.9979,0.7311,0.090853,2659406.00,0.70,1
58,28.86,3.9903,0.9919,0.7311,0.086448,2649271.00,0.70,1
58,38.22,3.9779,0.9880,0.7311,0.086253,2633658.50,0.70,1
58,47.64,3.9675,0.9844,0.7311,0.086405,2618392.25,0.70,1
58,56.97,3.9586,0.9805,0.7311,0.086908,2601398.25,0.70,1
58,66.31,3.9505,0.9770,0.7311,0.087386,2584539.00,0.70,1
58,75.67,3.9429,0.9728,0.7311,0.088163,2568778.50,0.70,1
58,85.05,3.9363,0.9717,0.7311,0.087883,2549887.25,0.70,1
58,94.45,3.9298,0.9670,0.7311,0.088882,2532414.75,0.70,1
58,103.83,3.9241,0.9622,0.7311,0.089936,2515100.00,0.70,1
58,113.19,3.9186,0.9602,0.7311,0.089984,2496889.25,0.70,1
58,122.56,3.9135,0.9573,0.7311,0.090322,2479439.25,0.70,1
58,131.88,3.9083,0.9542,0.7311,0.090747,2461866.75,0.70,1
58,141.23,3.9035,0.9504,0.7311,0.091394,2446139.75,0.70,1
58,150.61,3.8991,0.9480,0.7311,0.091515,2428530.00,0.70,1
58,159.94,3.8946,0.9451,0.7311,0.091805,2413333.50,0.70,1
58,169.22,3.8902,0.9432,0.7311,0.091758,2396448.75,0.70,1
58,178.59,3.8864,0.9404,0.7311,0.091930,2380095.25,0.70,1
58,187.95,3.8824,0.9372,0.7311,0.092239,2365468.00,0.70,1
58,197.30,3.8787,0.9345,0.7311,0.092374,2348698.25,0.70,1
58,206.69,3.8747,0.9313,0.7311,0.092655,2334624.25,0.70,1
58,216.09,3.8712,0.9288,0.7311,0.092687,2320271.75,0.70,1
58,225.42,3.8673,0.9260,0.7311,0.092834,2301793.25,0.70,1
58,234.76,3.8641,0.9234,0.7311,0.092845,2286399.00,0.70,1
58,244.16,3.8605,0.9207,0.7311,0.092895,2274077.00,0.70,1
58,253.51,3.8573,0.9182,0.7311,0.092834,2260484.25,0.70,1
58,262.92,3.8540,0.9155,0.7311,0.092822,2246120.25,0.70,1
58,272.25,3.8510,0.9134,0.7311,0.092583,2230094.25,0.70,1
58,281.64,3.8480,0.9107,0.7311,0.092539,2218706.00,0.70,1
58,291.00,3.8449,0.9081,0.7311,0.092494,2203808.50,0.70,1
58,300.36,3.8421,0.9057,0.7311,0.092298,2190042.25,0.70,1
58,309.72,3.8391,0.9032,0.7311,0.092168,2178293.25,0.70,1
58,319.11,3.8364,0.9008,0.7311,0.091955,2162730.25,0.70,1
58,328.48,3.8335,0.8983,0.7311,0.091886,2150200.25,0.70,1
58,337.84,3.8309,0.8954,0.7311,0.091962,2137992.00,0.70,1
58,347.19,3.8281,0.8929,0.7311,0.091966,2123190.25,0.70,1
58,356.56,3.8254,0.8903,0.7311,0.091971,2112581.25,0.70,1
58,365.92,3.8228,0.8877,0.7311,0.091985,2099436.50,0.70,1
58,375.31,3.8200,0.8851,0.7311,0.092022,2087225.62,0.70,1
58,384.69,3.8171,0.8825,0.7311,0.092074,2076063.12,0.70,1
58,394.08,3.8144,0.8799,0.7311,0.092137,2062032.50,0.70,1
58,403.42,3.8119,0.8773,0.7311,0.092113,2051736.38,0.70,1
58,412.80,3.8088,0.8746,0.7311,0.092222,2037838.75,0.70,1
58,422.16,3.8060,0.8720,0.7311,0.092302,2026480.38,0.70,1
58,431.55,3.8030,0.8694,0.7311,0.092406,2015473.88,0.70,1
58,440.84,3.8001,0.8667,0.7311,0.092505,2005589.62,0.70,1
58,450.27,3.7969,0.8640,0.7311,0.092645,1995525.75,0.70,1
58,459.59,3.7941,0.8614,0.7311,0.092782,1980338.50,0.70,1
58,469.00,3.7910,0.8587,0.7311,0.092965,1972578.12,0.70,1
58,478.41,3.7880,0.8560,0.7311,0.093094,1965272.00,0.70,1
58,487.77,3.7847,0.8533,0.7311,0.093332,1951516.75,0.70,1
58,497.11,3.7817,0.8506,0.7311,0.093493,1943135.25,0.70,1
58,506.48,3.7785,0.8478,0.7311,0.093707,1929416.88,0.70,1
58,515.78,3.7753,0.8451,0.7311,0.093922,1919639.75,0.70,1
58,525.14,3.7722,0.8424,0.7311,0.094130,1912008.00,0.70,1
58,534.58,3.7689,0.8396,0.7311,0.094391,1901847.25,0.70,1
58,544.02,3.7659,0.8368,0.7311,0.094631,1891697.12,0.70,1
58,553.33,3.7626,0.8341,0.7311,0.094886,1883791.50,0.70,1
58,562.67,3.7595,0.8313,0.7311,0.095135,1873877.00,0.70,1
58,572.05,3.7564,0.8285,0.7311,0.095395,1867780.25,0.70,1
58,581.42,3.7530,0.8258,0.7311,0.095664,1861759.88,0.70,1
58,590.77,3.7500,0.8230,0.7311,0.095907,1854375.62,0.70,1
58,600.12,3.7465,0.8202,0.7311,0.096229,1848218.75,0.70,1
58,609.52,3.7436,0.8174,0.7311,0.096475,1840255.88,0.70,1
58,618.89,3.7408,0.8147,0.7311,0.096700,1837353.00,0.70,1
58,628.28,3.7377,0.8119,0.7311,0.096928,1831640.50,0.70,1
58,637.59,3.7350,0.8092,0.7311,0.097152,1829483.62,0.70,1
58,646.98,3.7323,0.8064,0.7311,0.097306,1826399.00,0.70,1
58,656.36,3.7298,0.8037,0.7311,0.097445,1825174.25,0.70,1
58,665.69,3.7271,0.8011,0.7311,0.097553,1829504.38,0.70,1
58,675.09,3.7244,0.7983,0.7311,0.097771,1821945.25,0.70,1
58,684.50,3.7219,0.7962,0.7311,0.097792,1818852.62,0.70,1
58,693.83,3.7194,0.7936,0.7311,0.097978,1819599.75,0.70,1
58,703.19,3.7171,0.7910,0.7311,0.098153,1818064.00,0.70,1
58,712.56,3.7145,0.7883,0.7311,0.098352,1817524.12,0.70,1
58,721.94,3.7121,0.7857,0.7311,0.098464,1816755.62,0.70,1
58,731.28,3.7096,0.7830,0.7311,0.098636,1817595.50,0.70,1
58,740.70,3.7071,0.7804,0.7311,0.098806,1815178.25,0.70,1
58,750.05,3.7049,0.7777,0.7311,0.098938,1814978.62,0.70,1
58,759.41,3.7028,0.7750,0.7311,0.099068,1815828.12,0.70,1
58,768.75,3.7003,0.7724,0.7311,0.099188,1815309.62,0.70,1
58,778.12,3.6978,0.7697,0.7311,0.099384,1817489.62,0.70,1
58,787.53,3.6956,0.7670,0.7311,0.099463,1819530.25,0.70,1
58,796.86,3.6932,0.7643,0.7311,0.099656,1813831.38,0.70,1
58,806.27,3.6909,0.7617,0.7311,0.099788,1813583.12,0.70,1
58,815.66,3.6883,0.7589,0.7311,0.099979,1816970.38,0.70,1
58,825.05,3.6860,0.7563,0.7311,0.100096,1818309.50,0.70,1
58,834.42,3.6839,0.7536,0.7311,0.100154,1815150.50,0.70,1
58,843.78,3.6816,0.7509,0.7311,0.100325,1813787.75,0.70,1
58,853.08,3.6790,0.7483,0.7311,0.100472,1811507.12,0.70,1
58,862.44,3.6769,0.7456,0.7311,0.100568,1813800.25,0.70,1
58,871.83,3.6745,0.7429,0.7311,0.100683,1815075.12,0.70,1
58,881.17,3.6724,0.7402,0.7311,0.100773,1809624.50,0.70,1
58,890.53,3.6699,0.7375,0.7311,0.100966,1806869.75,0.70,1
58,899.92,3.6678,0.7349,0.7311,0.101001,1806922.38,0.70,1
58,909.23,3.6654,0.7322,0.7311,0.101170,1805146.00,0.70,1
58,918.56,3.6633,0.7295,0.7311,0.101259,1802270.88,0.70,1
58,927.91,3.6612,0.7269,0.7311,0.101336,1802646.62,0.70,1
58,937.27,3.6589,0.7242,0.7311,0.101466,1801527.00,0.70,1
58,946.64,3.6565,0.7215,0.7311,0.101583,1799141.25,0.70,1
58,956.00,3.6545,0.7189,0.7311,0.101673,1800453.75,0.70,1
58,965.34,3.6523,0.7162,0.7311,0.101760,1796928.00,0.70,1
58,974.72,3.6500,0.7135,0.7311,0.101877,1790384.00,0.70,1
58,984.06,3.6479,0.7109,0.7311,0.101917,1788463.50,0.70,1
58,993.45,3.6456,0.7082,0.7311,0.102027,1785087.00,0.70,1
58,1002.80,3.6434,0.7055,0.7311,0.102122,1782393.25,0.70,1
58,1012.23,3.6413,0.7028,0.7311,0.102241,1779021.38,0.70,1
58,1021.61,3.6391,0.7002,0.7311,0.102268,1771518.50,0.70,1
58,1030.98,3.6374,0.6975,0.7311,0.102342,1771989.12,0.70,1
58,1040.39,3.6350,0.6956,0.7311,0.102414,1767551.12,0.70,1
58,1049.88,3.6331,0.6930,0.7311,0.102474,1762484.88,0.70,1
58,1059.28,3.6310,0.6904,0.7311,0.102660,1758359.00,0.70,1
58,1068.62,3.6291,0.6878,0.7311,0.102748,1757608.75,0.70,1
58,1078.02,3.6270,0.6851,0.7311,0.102906,1754199.88,0.70,1
58,1087.34,3.6250,0.6825,0.7311,0.103061,1747808.25,0.70,1
58,1096.67,3.6228,0.6799,0.7311,0.103249,1744268.62,0.70,1
58,1106.02,3.6209,0.6773,0.7311,0.103394,1741958.62,0.70,1
58,1115.42,3.6189,0.6746,0.7311,0.103504,1735359.88,0.70,1
58,1124.81,3.6171,0.6720,0.7311,0.103594,1732020.50,0.70,1
58,1134.16,3.6151,0.6693,0.7311,0.103721,1730555.25,0.70,1
58,1143.48,3.6130,0.6667,0.7311,0.103939,1728118.00,0.70,1
58,1152.81,3.6110,0.6640,0.7311,0.104095,1725891.62,0.70,1
58,1162.20,3.6091,0.6614,0.7311,0.104273,1720646.50,0.70,1
58,1171.59,3.6072,0.6587,0.7311,0.104355,1714334.25,0.70,1
58,1181.02,3.6054,0.6560,0.7311,0.104488,1712687.62,0.70,1
58,1190.38,3.6034,0.6534,0.7311,0.104582,1707169.50,0.70,1
58,1199.70,3.6016,0.6507,0.7311,0.104766,1707811.38,0.70,1
