cycle,time,soc_true,soc_coulomb,soc_ekf
43,1359.33,0.5719,0.6227,0.6095
43,1368.66,0.5689,0.6201,0.6069
43,1378.08,0.5659,0.6174,0.6042
43,1387.44,0.5630,0.6148,0.6016
43,1396.86,0.5600,0.6122,0.5990
43,1406.30,0.5570,0.6095,0.5964
43,1415.70,0.5540,0.6069,0.5937
43,1425.05,0.5510,0.6043,0.5911
43,1434.47,0.5480,0.6017,0.5885
43,1443.83,0.5451,0.5991,0.5859
43,1453.20,0.5421,0.5964,0.5833
43,1462.58,0.5391,0.5938,0.5807
43,1471.92,0.5362,0.5912,0.5781
43,1481.28,0.5332,0.5886,0.5755
43,1490.67,0.5302,0.5860,0.5729
43,1500.02,0.5273,0.5834,0.5703
43,1509.41,0.5243,0.5807,0.5677
43,1518.78,0.5213,0.5781,0.5652
43,1528.19,0.5183,0.5755,0.5625
43,1537.58,0.5153,0.5729,0.5600
43,1546.91,0.5124,0.5703,0.5574
43,1556.20,0.5094,0.5677,0.5549
43,1565.58,0.5065,0.5650,0.5523
43,1574.94,0.5035,0.5624,0.5497
43,1584.33,0.5005,0.5598,0.5472
43,1593.67,0.4976,0.5572,0.5446
43,1603.08,0.4946,0.5546,0.5420
43,1612.42,0.4916,0.5519,0.5394
43,1621.81,0.4886,0.5493,0.5369
43,1631.14,0.4857,0.5467,0.5343
43,1640.50,0.4827,0.5441,0.5318
43,1649.92,0.4797,0.5415,0.5292
43,1659.28,0.4767,0.5388,0.5266
43,1668.66,0.4738,0.5362,0.5241
43,1678.00,0.4708,0.5336,0.5216
43,1687.33,0.4679,0.5310,0.5190
43,1696.75,0.4649,0.5284,0.5164
43,1706.08,0.4619,0.5258,0.5139
43,1715.50,0.4589,0.5231,0.5114
43,1724.84,0.4560,0.5205,0.5089
43,1734.20,0.4530,0.5179,0.5063
43,1743.66,0.4500,0.5153,0.5038
43,1753.02,0.4470,0.5126,0.5012
43,1762.41,0.4440,0.5100,0.4987
43,1771.77,0.4411,0.5074,0.4961
43,1781.09,0.4381,0.5048,0.4934
43,1790.45,0.4351,0.5022,0.4908
43,1799.81,0.4322,0.4996,0.4882
43,1809.14,0.4292,0.4969,0.4856
43,1818.50,0.4262,0.4943,0.4830
43,1827.91,0.4233,0.4917,0.4803
43,1837.20,0.4203,0.4891,0.4777
43,1846.56,0.4173,0.4865,0.4751
43,1856.00,0.4144,0.4838,0.4725
43,1865.38,0.4114,0.4812,0.4698
43,1874.73,0.4084,0.4786,0.4672
43,1884.12,0.4054,0.4760,0.4646
43,1893.47,0.4025,0.4734,0.4620
43,1902.86,0.3995,0.4708,0.4594
43,1912.22,0.3965,0.4681,0.4568
43,1921.59,0.3936,0.4655,0.4541
43,1930.97,0.3906,0.4629,0.4515
43,1940.33,0.3876,0.4603,0.4489
43,1949.73,0.3846,0.4577,0.4463
43,1959.06,0.3817,0.4550,0.4437
43,1968.42,0.3787,0.4524,0.4410
43,1977.80,0.3757,0.4498,0.4384
43,1987.16,0.3728,0.4472,0.4358
43,1996.56,0.3698,0.4446,0.4332
43,2005.92,0.3668,0.4419,0.4306
43,2015.33,0.3638,0.4393,0.4279
43,2024.72,0.3608,0.4367,0.4253
43,2034.09,0.3579,0.4341,0.4227
43,2043.45,0.3549,0.4315,0.4201
43,2052.86,0.3519,0.4288,0.4174
43,2062.26,0.3489,0.4262,0.4148
43,2071.56,0.3460,0.4236,0.4122
43,2080.89,0.3430,0.4210,0.4096
43,2090.23,0.3401,0.4184,0.4070
43,2099.58,0.3371,0.4158,0.4044
43,2108.94,0.3341,0.4131,0.4018
43,2118.31,0.3312,0.4105,0.3992
43,2127.70,0.3282,0.4079,0.3965
43,2137.09,0.3252,0.4053,0.3939
43,2146.48,0.3222,0.4027,0.3912
43,2155.81,0.3193,0.4000,0.3886
43,2165.17,0.3163,0.3974,0.3860
43,2174.50,0.3133,0.3948,0.3834
43,2183.88,0.3104,0.3922,0.3808
43,2193.30,0.3074,0.3896,0.3781
43,2202.66,0.3044,0.3870,0.3755
43,2211.98,0.3015,0.3843,0.3729
43,2221.38,0.2985,0.3817,0.3703
43,2230.75,0.2955,0.3791,0.3676
43,2240.11,0.2925,0.3765,0.3650
43,2249.47,0.2896,0.3739,0.3624
43,2258.84,0.2866,0.3713,0.3598
43,2268.20,0.2836,0.3686,0.3571
43,2277.53,0.2807,0.3660,0.3545
43,2286.83,0.2777,0.3634,0.3519
43,2296.20,0.2747,0.3608,0.3493
43,2305.56,0.2718,0.3582,0.3466
43,2314.92,0.2688,0.3556,0.3440
43,2324.31,0.2658,0.3530,0.3413
43,2333.72,0.2628,0.3503,0.3387
43,2343.16,0.2599,0.3477,0.3361
43,2352.53,0.2569,0.3451,0.3334
43,2361.94,0.2539,0.3424,0.3307
43,2371.30,0.2509,0.3398,0.3281
43,2380.66,0.2480,0.3372,0.3254
43,2390.03,0.2450,0.3346,0.3228
43,2399.39,0.2420,0.3320,0.3201
43,2408.72,0.2391,0.3294,0.3175
43,2418.05,0.2361,0.3268,0.3149
43,2427.44,0.2331,0.3241,0.3122
43,2436.86,0.2301,0.3215,0.3095
43,2446.22,0.2272,0.3189,0.3069
43,2455.59,0.2242,0.3163,0.3042
43,2464.94,0.2212,0.3136,0.3016
43,2474.23,0.2183,0.3110,0.2989
43,2483.59,0.2153,0.3084,0.2966
43,2492.89,0.2124,0.3058,0.2941
43,2502.23,0.2094,0.3032,0.2915
43,2511.55,0.2065,0.3006,0.2889
43,2520.95,0.2035,0.2980,0.2864
43,2530.34,0.2005,0.2954,0.2838
43,2539.73,0.1975,0.2927,0.2812
43,2549.05,0.1946,0.2901,0.2786
43,2558.41,0.1916,0.2875,0.2760
43,2567.81,0.1886,0.2849,0.2735
43,2577.16,0.1857,0.2823,0.2709
43,2586.55,0.1827,0.2797,0.2684
43,2595.94,0.1797,0.2770,0.2657
43,2605.28,0.1767,0.2744,0.2631
43,2614.62,0.1738,0.2718,0.2606
43,2624.06,0.1708,0.2692,0.2579
43,2633.41,0.1678,0.2666,0.2554
43,2642.78,0.1648,0.2639,0.2528
43,2652.11,0.1619,0.2613,0.2501
43,2661.47,0.1589,0.2587,0.2475
43,2670.88,0.1559,0.2561,0.2448
43,2680.23,0.1530,0.2535,0.2422
43,2689.58,0.1500,0.2509,0.2395
43,2698.95,0.1470,0.2482,0.2369
43,2708.26,0.1441,0.2456,0.2342
43,2717.64,0.1411,0.2430,0.2316
43,2727.03,0.1381,0.2404,0.2289
43,2736.45,0.1351,0.2378,0.2262
43,2745.81,0.1322,0.2352,0.2234
43,2755.19,0.1292,0.2325,0.2207
43,2764.56,0.1262,0.2299,0.2180
43,2773.92,0.1233,0.2273,0.2152
43,2783.31,0.1203,0.2247,0.2124
43,2792.70,0.1173,0.2220,0.2096
43,2802.09,0.1143,0.2194,0.2067
43,2811.51,0.1113,0.2168,0.2038
43,2820.92,0.1083,0.2141,0.2011
43,2830.33,0.1054,0.2115,0.1985
43,2839.72,0.1024,0.2089,0.1973
43,2849.08,0.0994,0.2063,0.1955
43,2858.44,0.0964,0.2037,0.1936
43,2867.78,0.0935,0.2011,0.1917
43,2877.17,0.0905,0.1984,0.1897
43,2886.53,0.0875,0.1958,0.1878
43,2895.89,0.0846,0.1932,0.1859
43,2905.25,0.0816,0.1906,0.1839
43,2914.62,0.0786,0.1880,0.1818
43,2924.01,0.0756,0.1853,0.1797
43,2933.34,0.0727,0.1827,0.1775
43,2942.72,0.0697,0.1801,0.1753
43,2952.08,0.0667,0.1775,0.1729
43,2961.47,0.0638,0.1749,0.1703
43,2970.80,0.0608,0.1723,0.1676
43,2980.14,0.0578,0.1696,0.1648
43,2989.61,0.0548,0.1670,0.1619
43,2998.97,0.0519,0.1644,0.1589
43,3008.30,0.0489,0.1618,0.1557
43,3017.66,0.0459,0.1592,0.1522
43,3027.01,0.0430,0.1565,0.1485
43,3036.41,0.0400,0.1539,0.1446
43,3045.83,0.0370,0.1513,0.1404
43,3055.19,0.0341,0.1487,0.1360
43,3064.56,0.0311,0.1461,0.1315
43,3073.95,0.0281,0.1434,0.1264
43,3083.31,0.0251,0.1408,0.1208
43,3092.69,0.0222,0.1382,0.1149
43,3102.08,0.0192,0.1356,0.1086
43,3111.50,0.0162,0.1329,0.1014
43,3120.89,0.0132,0.1303,0.0935
43,3130.25,0.0103,0.1277,0.0813
43,3139.66,0.0073,0.1251,0.0718
43,3148.98,0.0043,0.1225,0.0610
43,3158.30,0.0014,0.1199,0.0482
43,3167.67,0.0000,0.1172,0.0328
43,3177.17,0.0000,0.1172,0.0408
43,3186.67,0.0000,0.1172,0.0578
43,3196.23,0.0000,0.1172,0.0664
43,3205.94,0.0000,0.1172,0.0737
43,3215.55,0.0000,0.1172,0.0797
43,3225.22,0.0000,0.1172,0.0848
43,3234.86,0.0000,0.1172,0.0894
43,3244.48,0.0000,0.1172,0.0937
43,3254.12,0.0000,0.1172,0.0974
43,3263.75,0.0000,0.1172,0.1009
43,3273.34,0.0000,0.1172,0.1030
43,3283.06,0.0000,0.1172,0.1065
43,3292.67,0.0000,0.1172,0.1097
43,3302.36,0.0000,0.1172,0.1129
43,3312.08,0.0000,0.1172,0.1159
44,0.00,1.0000,1.0000,1.0000
44,9.33,1.0000,1.0000,1.0000
44,19.48,0.9968,0.9972,0.9979
44,28.92,0.9937,0.9945,0.9918
44,38.31,0.9908,0.9919,0.9905
44,47.66,0.9878,0.9893,0.9844
44,57.00,0.9848,0.9867,0.9825
44,66.45,0.9818,0.9840,0.9792
44,75.84,0.9788,0.9814,0.9763
44,85.19,0.9758,0.9788,0.9717
44,94.51,0.9728,0.9762,0.9697
44,103.88,0.9698,0.9736,0.9650
44,113.20,0.9669,0.9710,0.9616
44,122.59,0.9639,0.9684,0.9596
44,131.95,0.9609,0.9657,0.9569
44,141.28,0.9579,0.9631,0.9538
44,150.72,0.9549,0.9605,0.9511
44,160.06,0.9519,0.9579,0.9475
44,169.41,0.9489,0.9553,0.9450
44,178.83,0.9459,0.9526,0.9421
44,188.20,0.9429,0.9500,0.9394
44,197.53,0.9400,0.9474,0.9367
44,206.91,0.9370,0.9448,0.9340
44,216.30,0.9340,0.9422,0.9313
44,225.66,0.9310,0.9395,0.9286
44,235.00,0.9280,0.9369,0.9259
44,244.39,0.9250,0.9343,0.9233
44,253.72,0.9220,0.9317,0.9208
44,263.05,0.9191,0.9291,0.9182
44,272.48,0.9160,0.9265,0.9156
44,281.89,0.9130,0.9238,0.9131
44,291.28,0.9100,0.9212,0.9106
44,300.61,0.9071,0.9186,0.9082
44,309.95,0.9041,0.9160,0.9058
44,319.31,0.9011,0.9134,0.9033
44,328.70,0.8981,0.9108,0.9013
44,338.06,0.8951,0.9081,0.8989
44,347.45,0.8921,0.9055,0.8961
44,356.80,0.8891,0.9029,0.8935
44,366.16,0.8862,0.9003,0.8909
44,375.50,0.8832,0.8977,0.8883
44,384.86,0.8802,0.8951,0.8857
44,394.17,0.8772,0.8925,0.8831
44,403.52,0.8742,0.8899,0.8805
44,412.88,0.8713,0.8872,0.8779
44,422.23,0.8683,0.8846,0.8752
44,431.59,0.8653,0.8820,0.8726
44,440.95,0.8623,0.8794,0.8700
44,450.33,0.8593,0.8768,0.8673
44,459.73,0.8563,0.8741,0.8647
44,469.06,0.8533,0.8715,0.8620
44,478.45,0.8503,0.8689,0.8594
44,487.77,0.8474,0.8663,0.8568
44,497.14,0.8444,0.8637,0.8540
44,506.50,0.8414,0.8611,0.8514
44,515.80,0.8384,0.8585,0.8487
44,525.16,0.8354,0.8559,0.8460
44,534.50,0.8325,0.8532,0.8433
44,543.86,0.8295,0.8506,0.8406
44,553.25,0.8265,0.8480,0.8378
44,562.56,0.8235,0.8454,0.8352
44,571.95,0.8205,0.8428,0.8324
44,581.30,0.8175,0.8402,0.8297
44,590.64,0.8145,0.8375,0.8270
44,600.05,0.8115,0.8349,0.8242
44,609.41,0.8085,0.8323,0.8215
44,618.77,0.8056,0.8297,0.8188
44,628.09,0.8026,0.8271,0.8161
44,637.44,0.7996,0.8245,0.8134
44,646.80,0.7966,0.8219,0.8107
44,656.12,0.7936,0.8193,0.8080
44,665.47,0.7907,0.8166,0.8053
44,674.84,0.7877,0.8140,0.8026
44,684.20,0.7847,0.8114,0.8000
44,693.53,0.7817,0.8088,0.7976
44,702.91,0.7787,0.8062,0.7953
44,712.31,0.7757,0.8036,0.7926
44,721.70,0.7727,0.8009,0.7900
44,731.09,0.7697,0.7983,0.7874
44,740.55,0.7667,0.7957,0.7847
44,749.91,0.7637,0.7930,0.7820
44,759.30,0.7607,0.7904,0.7794
44,768.64,0.7577,0.7878,0.7767
44,777.98,0.7548,0.7852,0.7741
44,787.34,0.7518,0.7826,0.7714
44,796.69,0.7488,0.7800,0.7688
44,806.14,0.7458,0.7773,0.7661
44,815.50,0.7428,0.7747,0.7634
44,824.83,0.7398,0.7721,0.7608
44,834.19,0.7368,0.7695,0.7581
44,843.56,0.7338,0.7669,0.7555
44,852.91,0.7309,0.7643,0.7528
44,862.33,0.7279,0.7616,0.7501
44,871.69,0.7249,0.7590,0.7474
44,881.08,0.7219,0.7564,0.7448
44,890.42,0.7189,0.7538,0.7421
44,899.78,0.7159,0.7512,0.7395
44,909.17,0.7129,0.7485,0.7368
44,918.53,0.7099,0.7459,0.7342
44,927.88,0.7069,0.7433,0.7315
44,937.25,0.7039,0.7407,0.7289
44,946.64,0.7010,0.7381,0.7262
44,955.98,0.6980,0.7355,0.7235
44,965.33,0.6950,0.7329,0.7209
44,974.77,0.6920,0.7302,0.7183
44,984.11,0.6890,0.7276,0.7156
44,993.48,0.6860,0.7250,0.7130
44,1002.81,0.6830,0.7224,0.7104
44,1012.23,0.6800,0.7197,0.7077
44,1021.66,0.6770,0.7171,0.7050
44,1031.02,0.6740,0.7145,0.7024
44,1040.39,0.6710,0.7119,0.6997
44,1049.75,0.6681,0.7093,0.6979
44,1059.12,0.6651,0.7066,0.6953
44,1068.44,0.6621,0.7040,0.6927
44,1077.80,0.6591,0.7014,0.6901
44,1087.16,0.6561,0.6988,0.6875
44,1096.52,0.6531,0.6962,0.6848
44,1105.89,0.6502,0.6936,0.6822
44,1115.25,0.6472,0.6910,0.6796
44,1124.64,0.6442,0.6883,0.6769
44,1133.98,0.6412,0.6857,0.6743
44,1143.38,0.6382,0.6831,0.6717
44,1152.75,0.6352,0.6805,0.6690
44,1162.09,0.6322,0.6779,0.6664
44,1171.47,0.6292,0.6753,0.6637
44,1180.83,0.6263,0.6726,0.6611
44,1190.25,0.6232,0.6700,0.6584
44,1199.61,0.6203,0.6674,0.6558
44,1208.97,0.6173,0.6648,0.6531
44,1218.36,0.6143,0.6622,0.6504
44,1227.70,0.6113,0.6595,0.6478
44,1237.08,0.6083,0.6569,0.6452
44,1246.44,0.6053,0.6543,0.6425
44,1255.77,0.6023,0.6517,0.6399
44,1265.12,0.5994,0.6491,0.6372
44,1274.55,0.5963,0.6465,0.6346
44,1283.88,0.5934,0.6438,0.6319
44,1293.30,0.5904,0.6412,0.6293
44,1302.67,0.5874,0.6386,0.6266
44,1312.03,0.5844,0.6360,0.6240
44,1321.36,0.5814,0.6334,0.6213
44,1330.72,0.5784,0.6308,0.6187
44,1340.14,0.5754,0.6281,0.6160
44,1349.50,0.5724,0.6255,0.6134
44,1358.88,0.5694,0.6229,0.6108
44,1368.19,0.5665,0.6203,0.6081
44,1377.58,0.5635,0.6177,0.6055
44,1386.92,0.5605,0.6150,0.6029
44,1396.31,0.5575,0.6124,0.6002
44,1405.67,0.5545,0.6098,0.5976
44,1415.03,0.5515,0.6072,0.5951
44,1424.44,0.5485,0.6046,0.5925
44,1433.80,0.5455,0.6019,0.5899
44,1443.16,0.5425,0.5993,0.5873
44,1452.50,0.5396,0.5967,0.5847
44,1461.89,0.5366,0.5941,0.5821
44,1471.27,0.5336,0.5915,0.5795
44,1480.62,0.5306,0.5889,0.5769
44,1489.94,0.5276,0.5863,0.5743
44,1499.34,0.5246,0.5836,0.5717
44,1508.73,0.5216,0.5810,0.5691
44,1518.09,0.5186,0.5784,0.5665
44,1527.42,0.5156,0.5758,0.5639
44,1536.84,0.5126,0.5731,0.5613
44,1546.22,0.5097,0.5705,0.5587
44,1555.59,0.5067,0.5679,0.5562
44,1564.97,0.5037,0.5653,0.5536
44,1574.31,0.5007,0.5627,0.5511
44,1583.70,0.4977,0.5600,0.5485
44,1593.03,0.4947,0.5574,0.5459
44,1602.44,0.4917,0.5548,0.5434
44,1611.78,0.4887,0.5522,0.5408
44,1621.11,0.4858,0.5496,0.5382
44,1630.53,0.4827,0.5470,0.5357
44,1639.89,0.4798,0.5443,0.5331
44,1649.23,0.4768,0.5417,0.5306
44,1658.56,0.4738,0.5391,0.5280
44,1667.91,0.4708,0.5365,0.5255
44,1677.28,0.4678,0.5339,0.5229
44,1686.69,0.4648,0.5313,0.5204
44,1696.11,0.4618,0.5286,0.5178
44,1705.47,0.4588,0.5260,0.5153
44,1714.84,0.4558,0.5234,0.5127
44,1724.20,0.4528,0.5208,0.5102
44,1733.61,0.4498,0.5181,0.5076
44,1743.02,0.4468,0.5155,0.5051
44,1752.38,0.4439,0.5129,0.5026
44,1761.77,0.4409,0.5103,0.5000
44,1771.11,0.4379,0.5077,0.4965
44,1780.44,0.4349,0.5051,0.4941
44,1789.80,0.4319,0.5024,0.4914
44,1799.17,0.4289,0.4998,0.4888
44,1808.55,0.4259,0.4972,0.4861
44,1817.91,0.4230,0.4946,0.4835
44,1827.27,0.4200,0.4920,0.4809
44,1836.62,0.4170,0.4894,0.4783
44,1846.00,0.4140,0.4867,0.4757
44,1855.38,0.4110,0.4841,0.4731
44,1864.72,0.4080,0.4815,0.4704
44,1874.11,0.4050,0.4789,0.4678
44,1883.47,0.4020,0.4763,0.4652
44,1892.80,0.3991,0.4737,0.4626
44,1902.14,0.3961,0.4710,0.4600
44,1911.55,0.3931,0.4684,0.4573
44,1920.92,0.3901,0.4658,0.4547
44,1930.30,0.3871,0.4632,0.4521
44,1939.69,0.3841,0.4606,0.4495
44,1949.02,0.3811,0.4579,0.4469
44,1958.39,0.3781,0.4553,0.4442
44,1967.78,0.3751,0.4527,0.4416
44,1977.11,0.3722,0.4501,0.4390
44,1986.45,0.3692,0.4475,0.4364
44,1995.80,0.3662,0.4449,0.4338
44,2005.16,0.3632,0.4423,0.4312
44,2014.58,0.3602,0.4396,0.4286
44,2023.98,0.3572,0.4370,0.4259
44,2033.33,0.3542,0.4344,0.4233
44,2042.70,0.3512,0.4318,0.4207
44,2052.08,0.3482,0.4291,0.4181
44,2061.48,0.3452,0.4265,0.4154
44,2070.78,0.3423,0.4239,0.4129
44,2080.17,0.3393,0.4213,0.4102
44,2089.51,0.3363,0.4187,0.4076
44,2098.91,0.3333,0.4161,0.4050
44,2108.31,0.3303,0.4134,0.4023
44,2117.67,0.3273,0.4108,0.3997
44,2127.03,0.3243,0.4082,0.3972
44,2136.39,0.3213,0.4056,0.3946
44,2145.72,0.3184,0.4030,0.3920
44,2155.05,0.3154,0.4004,0.3894
44,2164.41,0.3124,0.3977,0.3868
44,2173.75,0.3094,0.3951,0.3842
44,2183.14,0.3064,0.3925,0.3815
44,2192.50,0.3034,0.3899,0.3789
44,2201.86,0.3004,0.3873,0.3763
44,2211.26,0.2974,0.3847,0.3737
44,2220.62,0.2945,0.3820,0.3710
44,2229.95,0.2915,0.3794,0.3684
44,2239.31,0.2885,0.3768,0.3658
44,2248.69,0.2855,0.3742,0.3632
44,2258.01,0.2825,0.3716,0.3605
44,2267.34,0.2795,0.3690,0.3579
44,2276.76,0.2765,0.3663,0.3553
44,2286.12,0.2736,0.3637,0.3527
44,2295.51,0.2706,0.3611,0.3500
44,2304.84,0.2676,0.3585,0.3474
44,2314.20,0.2646,0.3559,0.3448
44,2323.58,0.2616,0.3533,0.3421
44,2332.92,0.2586,0.3507,0.3395
44,2342.31,0.2556,0.3480,0.3368
44,2351.66,0.2527,0.3454,0.3342
44,2361.09,0.2496,0.3428,0.3315
44,2370.45,0.2467,0.3402,0.3289
44,2379.84,0.2437,0.3376,0.3262
44,2389.23,0.2407,0.3349,0.3236
44,2398.56,0.2377,0.3323,0.3210
44,2407.91,0.2347,0.3297,0.3183
44,2417.25,0.2317,0.3271,0.3156
44,2426.61,0.2287,0.3245,0.3130
44,2436.00,0.2258,0.3219,0.3103
44,2445.36,0.2228,0.3192,0.3077
44,2454.78,0.2198,0.3166,0.3050
44,2464.14,0.2168,0.3140,0.3023
44,2473.53,0.2138,0.3114,0.2997
44,2482.86,0.2108,0.3088,0.2965
44,2492.22,0.2078,0.3062,0.2939
44,2501.62,0.2048,0.3035,0.2914
44,2510.98,0.2018,0.3009,0.2888
44,2520.38,0.1988,0.2983,0.2862
44,2529.72,0.1958,0.2957,0.2836
44,2539.08,0.1929,0.2931,0.2810
44,2548.44,0.1899,0.2904,0.2784
44,2557.80,0.1869,0.2878,0.2758
44,2567.14,0.1839,0.2852,0.2732
44,2576.48,0.1809,0.2826,0.2706
44,2585.91,0.1779,0.2800,0.2680
44,2595.25,0.1749,0.2773,0.2654
44,2604.61,0.1719,0.2747,0.2628
44,2613.97,0.1690,0.2721,0.2602
44,2623.30,0.1660,0.2695,0.2575
44,2632.72,0.1630,0.2669,0.2549
44,2642.06,0.1600,0.2643,0.2523
44,2651.44,0.1570,0.2616,0.2496
44,2660.81,0.1540,0.2590,0.2470
44,2670.19,0.1510,0.2564,0.2443
44,2679.56,0.1480,0.2538,0.2416
44,2688.95,0.1450,0.2512,0.2389
44,2698.31,0.1420,0.2485,0.2363
44,2707.67,0.1390,0.2459,0.2336
44,2717.06,0.1361,0.2433,0.2308
44,2726.45,0.1331,0.2407,0.2281
44,2735.86,0.1301,0.2380,0.2253
44,2745.25,0.1271,0.2354,0.2226
44,2754.69,0.1240,0.2328,0.2198
44,2764.08,0.1211,0.2302,0.2170
44,2773.42,0.1181,0.2276,0.2142
44,2782.84,0.1151,0.2249,0.2113
44,2792.20,0.1121,0.2223,0.2085
44,2801.55,0.1091,0.2197,0.2056
44,2810.91,0.1061,0.2171,0.2027
44,2820.30,0.1031,0.2144,0.1997
44,2829.69,0.1001,0.2118,0.1986
44,2838.98,0.0971,0.2092,0.1965
44,2848.34,0.0942,0.2066,0.1946
44,2857.76,0.0911,0.2040,0.1926
44,2867.09,0.0882,0.2014,0.1906
44,2876.50,0.0852,0.1987,0.1885
44,2885.86,0.0822,0.1961,0.1864
44,2895.20,0.0792,0.1935,0.1843
44,2904.58,0.0762,0.1909,0.1821
44,2913.98,0.0732,0.1882,0.1799
44,2923.36,0.0702,0.1856,0.1775
44,2932.66,0.0672,0.1830,0.1752
44,2942.08,0.0642,0.1804,0.1726
44,2951.48,0.0612,0.1778,0.1699
44,2960.81,0.0582,0.1751,0.1672
44,2970.17,0.0553,0.1725,0.1643
44,2979.56,0.0523,0.1699,0.1611
44,2988.91,0.0493,0.1673,0.1579
44,2998.23,0.0463,0.1647,0.1546
44,3007.64,0.0433,0.1621,0.1510
44,3017.01,0.0403,0.1594,0.1471
44,3026.39,0.0373,0.1568,0.1431
44,3035.80,0.0343,0.1542,0.1387
44,3045.12,0.0313,0.1516,0.1342
44,3054.47,0.0283,0.1490,0.1293
44,3063.83,0.0254,0.1463,0.1238
44,3073.25,0.0224,0.1437,0.1179
44,3082.58,0.0194,0.1411,0.1118
44,3091.98,0.0164,0.1385,0.1047
44,3101.34,0.0134,0.1359,0.0968
44,3110.69,0.0104,0.1332,0.0845
44,3120.05,0.0074,0.1306,0.0755
44,3129.38,0.0044,0.1280,0.0651
44,3138.81,0.0014,0.1254,0.0528
44,3148.36,0.0000,0.1227,0.0380
44,3158.00,0.0000,0.1227,0.0451
44,3167.64,0.0000,0.1227,0.0607
44,3177.26,0.0000,0.1227,0.0694
44,3186.94,0.0000,0.1227,0.0765
44,3196.64,0.0000,0.1227,0.0826
44,3206.25,0.0000,0.1227,0.0877
44,3215.97,0.0000,0.1227,0.0923
44,3225.62,0.0000,0.1227,0.0965
44,3235.23,0.0000,0.1227,0.1002
44,3244.88,0.0000,0.1227,0.1027
44,3254.51,0.0000,0.1227,0.1064
44,3264.20,0.0000,0.1227,0.1099
44,3273.84,0.0000,0.1227,0.1133
44,3283.45,0.0000,0.1227,0.1165
44,3293.17,0.0000,0.1227,0.1196
45,0.00,1.0000,1.0000,1.0000
45,9.39,1.0000,1.0000,1.0000
45,19.56,0.9967,0.9972,0.9978
45,28.89,0.9937,0.9945,0.9918
45,38.25,0.9907,0.9919,0.9932
45,47.61,0.9877,0.9893,0.9858
45,56.95,0.9847,0.9867,0.9866
45,66.38,0.9817,0.9841,0.9812
45,75.73,0.9787,0.9814,0.9778
45,85.12,0.9757,0.9788,0.9762
45,94.50,0.9727,0.9762,0.9700
45,103.81,0.9697,0.9736,0.9680
45,113.22,0.9667,0.9710,0.9647
45,122.56,0.9637,0.9684,0.9602
45,131.95,0.9607,0.9657,0.9582
45,141.31,0.9577,0.9631,0.9542
45,150.66,0.9547,0.9605,0.9519
45,160.03,0.9516,0.9579,0.9489
45,169.42,0.9486,0.9553,0.9460
45,178.78,0.9456,0.9526,0.9432
45,188.16,0.9426,0.9500,0.9399
45,197.53,0.9396,0.9474,0.9373
45,206.88,0.9366,0.9448,0.9346
45,216.22,0.9336,0.9422,0.9318
45,225.61,0.9306,0.9396,0.9289
45,234.94,0.9276,0.9370,0.9263
45,244.38,0.9246,0.9343,0.9238
45,253.73,0.9216,0.9317,0.9214
45,263.12,0.9186,0.9291,0.9186
45,272.45,0.9156,0.9265,0.9160
45,281.81,0.9126,0.9239,0.9134
45,291.16,0.9096,0.9212,0.9109
45,300.56,0.9065,0.9186,0.9084
45,309.94,0.9035,0.9160,0.9059
45,319.31,0.9005,0.9134,0.9035
45,328.66,0.8975,0.9108,0.9017
45,338.03,0.8945,0.9081,0.8992
45,347.36,0.8915,0.9055,0.8971
45,356.69,0.8885,0.9029,0.8944
45,366.03,0.8855,0.9003,0.8918
45,375.39,0.8825,0.8977,0.8892
45,384.77,0.8795,0.8951,0.8866
45,394.09,0.8765,0.8925,0.8840
45,403.42,0.8735,0.8899,0.8814
45,412.80,0.8705,0.8873,0.8788
45,422.16,0.8675,0.8846,0.8762
45,431.55,0.8645,0.8820,0.8736
45,440.94,0.8615,0.8794,0.8709
45,450.28,0.8585,0.8768,0.8683
45,459.66,0.8555,0.8742,0.8656
45,468.98,0.8525,0.8716,0.8630
45,478.39,0.8495,0.8689,0.8603
45,487.75,0.8465,0.8663,0.8577
45,497.12,0.8435,0.8637,0.8550
45,506.47,0.8405,0.8611,0.8523
45,515.77,0.8375,0.8585,0.8497
45,525.09,0.8345,0.8559,0.8470
45,534.47,0.8315,0.8532,0.8442
45,543.88,0.8285,0.8506,0.8415
45,553.31,0.8254,0.8480,0.8388
45,562.70,0.8224,0.8454,0.8361
45,572.06,0.8194,0.8427,0.8334
45,581.44,0.8164,0.8401,0.8306
45,590.81,0.8134,0.8375,0.8279
45,600.20,0.8104,0.8349,0.8252
45,609.55,0.8074,0.8323,0.8225
45,618.89,0.8044,0.8296,0.8197
45,628.28,0.8014,0.8270,0.8170
45,637.64,0.7984,0.8244,0.8143
45,646.95,0.7954,0.8218,0.8116
45,656.30,0.7924,0.8192,0.8089
45,665.62,0.7894,0.8166,0.8063
45,675.02,0.7864,0.8139,0.8036
45,684.38,0.7834,0.8113,0.8009
45,693.70,0.7804,0.8087,0.7982
45,703.03,0.7774,0.8061,0.7963
45,712.39,0.7744,0.8035,0.7937
45,721.77,0.7714,0.8009,0.7910
45,731.16,0.7684,0.7983,0.7884
45,740.50,0.7654,0.7956,0.7857
45,749.86,0.7624,0.7930,0.7831
45,759.23,0.7593,0.7904,0.7804
